,word,count
525,"서비스,산업 > 인터넷,IT > 게임업체",7
526,"가정,생활 > 편의점 > 미니스톱",7
527,"의료,건강 > 병원부속시설",7
528,"서비스,산업 > 인터넷,IT > 취업사이트",7
529,"서비스,산업 > 제조업 > 섬유 > 직물,원단",7
530,음식점 > 한식 > 죽 > 죽이야기,7
531,"서비스,산업 > 제조업 > 섬유",7
532,"의료,건강 > 대체의학 > 스포츠클리닉",7
533,부동산 > 부동산서비스 > 분양사무소,7
534,음식점 > 간식 > 닭강정,7
535,"서비스,산업 > 건설,건축 > 인테리어 > 리바트집테리어",7
536,"가정,생활 > 이사",7
537,"문화,예술 > 사진 > 사진관,포토스튜디오 > 대여사진관",7
538,"서비스,산업 > 관리,운영 > 숙박시설관리운영",7
539,"서비스,산업 > 식품 > 식품서비스업",7
540,"교육,학문 > 학교 > 초등학교",7
541,"음식점 > 한식 > 해물,생선 > 조개",7
542,"스포츠,레저 > 명상 > 단월드",7
543,"교육,학문 > 온라인교육",7
544,"교육,학문 > 학원 > 음악학원 > 실용음악학원",7
545,"서비스,산업 > 마케팅 > 상품전시,매장전시",7
546,"가정,생활 > 패션 > 의류판매 > 무용복",7
547,"서비스,산업 > 디자인 > 패션디자인",7
548,"가정,생활 > 슈퍼마켓 > 대형슈퍼 > 이마트에브리데이",7
549,음식점 > 도시락 > 본도시락,7
550,"사회,공공기관 > 행정기관 > 예비군",7
551,"스포츠,레저 > 무예 > 태권도",7
552,음식점 > 한식 > 곰탕,7
553,"문화,예술 > 종교 > 천주교 > 성당",7
554,"교통,수송 > 자동차 > 썬팅,광택 > 루마썬팅",7
555,음식점 > 간식,7
556,"문화,예술 > 도서 > 서점 > 종로서적",7
557,음식점 > 패밀리레스토랑 > 애슐리,7
558,"스포츠,레저 > 스포츠용품 > 아웃도어용품",7
559,여행 > 관광지부속시설,7
560,"서비스,산업 > 건설,건축 > 건설자재 > 목공소",7
561,"서비스,산업 > 전문대행 > 대리운전",7
562,"교통,수송 > 자동차 > 전기자동차 충전소 > 테슬라전기차충전소",7
563,"교통,수송 > 지하철,전철 > 수도권9호선",6
564,"교통,수송 > 기차,철도 > 기차역 > SRT정차역",6
565,"교통,수송 > 지하철,전철 > 수도권2호선",6
566,"가정,생활 > 미용 > 화장품 > 이니스프리",6
567,음식점 > 치킨 > 60계,6
568,"가정,생활 > 전자제품 > 전자제품렌탈",6
569,"문화,예술 > 영화,영상 > 영화관 > 롯데시네마",6
570,"음식점 > 한식 > 해물,생선 > 아구",6
571,"서비스,산업 > 전문대행 > 공간대여 > 모임공간",6
572,"금융,보험 > 금융서비스 > 대출",6
573,"금융,보험 > 금융서비스 > 보험사 > 손해보험 > 현대해상화재보험",6
574,"서비스,산업 > 환경 > 쓰레기,폐기물처리 > 고물상",6
575,"가정,생활 > 패션 > 의류판매 > 가죽,모피",6
576,"금융,보험 > 신용 > 기술보증기금",6
577,"가정,생활 > 미용 > 화장품 > 네이처리퍼블릭",6
578,음식점 > 패스트푸드 > 샌드위치 > 빈스앤베리즈,6
579,"교육,학문 > 학원 > 항공,스튜어디스학원",6
580,"서비스,산업 > 환경",6
581,음식점 > 카페 > 테마카페 > 갤러리카페,6
582,"서비스,산업 > 디자인 > 광고디자인",6
583,"가정,생활 > 미용 > 미용실 > 제오헤어",6
584,음식점 > 한식 > 죽,6
585,음식점 > 양식 > 피자 > 피제이피자,6
586,"가정,생활 > 전자제품 > 전자제품판매 > 컴퓨터판매",6
587,음식점 > 퓨전요리 > 퓨전일식,6
588,음식점 > 샐러드 > 샐러디,6
589,"사회,공공기관 > 행정기관 > 경찰서 > 지구대",6
590,"서비스,산업 > 제조업 > 산업용품 > 금속처리",6
591,"가정,생활 > 상설할인매장 > 롯데아울렛",6
592,"교통,수송 > 지하철,전철",6
593,"가정,생활 > 패션",6
594,"교통,수송 > 지하철,전철 > 수도권6호선",6
595,"교통,수송 > 자동차 > 카인테리어",6
596,"서비스,산업 > 환경 > 방역,방제",6
597,"교통,수송 > 지하철,전철 > 수도권3호선",6
598,음식점 > 퓨전요리 > 퓨전한식 > 본죽&비빔밥cafe,6
599,"교육,학문 > 연구소 > 인문과학,사회과학",6
600,음식점 > 분식 > 떡볶이 > 청년다방,6
601,"교육,학문 > 학습교재",6
602,"가정,생활 > 중고용품 > 중고가전",6
603,"문화,예술 > 사진 > 사진관,포토스튜디오 > 즉석사진 > 인생네컷",6
604,"가정,생활 > 전자제품 > 전자제품판매 > 보일러판매 > 린나이",6
605,"가정,생활 > 슈퍼마켓 > 유기농슈퍼 > 초록마을",6
606,"문화,예술 > 영화,영상 > 영사장비",6
607,"의료,건강 > 병원 > 통증클리닉",6
608,"교육,학문 > 유아교육 > 놀이교육",6
609,"가정,생활 > 운명감정 > 철학원",6
610,"가정,생활 > 가구판매 > 리바트",6
611,"금융,보험 > 세무,회계 > 회계사사무소",6
612,음식점 > 양식 > 피자 > 도미노피자,6
613,음식점 > 치킨 > 굽네치킨,6
614,"교육,학문 > 학교 > 고등학교",6
615,"가정,생활 > 패션 > 의류판매 > 아동복,유아복",6
616,"스포츠,레저 > 무예 > 합기도 > 합기도장",6
617,음식점 > 분식 > 떡볶이 > 을찌로국물떡볶이,6
618,"서비스,산업 > 관리,운영",6
619,"서비스,산업 > 관리,운영 > 주차시설관리",5
620,"금융,보험 > 금융서비스 > 은행 > SC제일은행",5
621,"서비스,산업 > 농업",5
622,"교통,수송 > 자동차 > 자동차중개업,매매 > 중고차",5
623,"교통,수송 > 자동차 > 자동차용품 > 자동차유리",5
624,"교통,수송 > 지하철,전철 > 공항철도",5
625,"가정,생활 > 패션 > 패션잡화점 > 액세서리",5
626,"의료,건강 > 병원 > 노인,요양병원",5
627,여행 > 체험여행,5
628,"가정,생활 > 슈퍼마켓 > 대형슈퍼",5
629,"가정,생활 > 취미 > 바둑,기원",5
630,"의료,건강 > 임신,출산 > 산후조리원",5
631,"의료,건강 > 병원 > 종합병원",5
632,"금융,보험 > 금융서비스 > 증권",5
633,"스포츠,레저 > 테니스",5
634,"사회,공공기관 > 행정기관 > 과학기술정보통신부 > 우체국",5
635,"스포츠,레저 > 축구 > 풋살장",5
636,음식점 > 간식 > 토스트 > 이삭토스트,5
637,"가정,생활 > 슈퍼마켓 > 대형슈퍼 > 홈플러스익스프레스",5
638,"서비스,산업 > 전문대행 > 경비,경호",5
639,"사회,공공기관 > 지방행정기관",5
640,"스포츠,레저 > 요가,필라테스 > 요가원",5
641,"가정,생활 > 미용 > 탈모관리",5
642,"문화,예술 > 문화시설 > 기념관",5
643,음식점 > 카페 > 테마카페 > 무인카페,5
644,"서비스,산업 > 인터넷,IT > 모바일",5
645,"스포츠,레저 > 스포츠용품 > 낚시용품",5
646,"교통,수송 > 자동차 > 현대모비스",5
647,"교통,수송 > 자동차",5
648,"가정,생활 > 유아 > 놀이시설 > 놀이터",5
649,"문화,예술 > 문화예술단체",5
650,음식점 > 패밀리레스토랑,5
651,"서비스,산업 > 정보통신 > KT > KT플라자",5
652,"가정,생활 > 반려동물 > 반려동물장례",5
653,"스포츠,레저 > 스포츠시설 > 사격,궁도",5
654,"가정,생활 > 패션 > 의류판매 > 속옷,언더웨어 > BYC",5
655,"음식점 > 한식 > 육류,고기 > 족발,보쌈 > 구구족",5
656,음식점 > 카페 > 생과일전문점 > 쥬씨,5
657,"문화,예술 > 종교 > 불교 > 절,사찰",5
658,"교통,수송 > 자동차 > 자동차정비 > 현대자동차정비센터 > 블루핸즈",5
659,"가정,생활 > 백화점 > 신세계백화점",5
660,여행 > 숙박 > 호텔 > 특급호텔 > 메리어트호텔,5
661,"교육,학문 > 학원 > 논술학원",5
662,부동산,5
663,"스포츠,레저 > 체조 > 체조장",5
664,"여행 > 관광,명소 > 문화유적 > 산성,성곽",5
665,"문화,예술 > 영화,영상 > 영화관",5
666,"교육,학문 > 학교 > 고등학교 > 특목고등학교",5
667,"서비스,산업 > 법률,행정",5
668,"교통,수송 > 지하철,전철 > 수도권7호선",5
669,"문화,예술 > 문화시설 > 문화원",5
670,"서비스,산업 > 보관,저장",4
671,"서비스,산업 > 정보통신 > LG유플러스 > LGT대리점",4
672,"서비스,산업 > 법률,행정 > 행정사",4
673,"문화,예술 > 음악 > 음반,레코드샵",4
674,음식점 > 카페 > 커피전문점 > 커피베이,4
675,"서비스,산업 > 건설,건축 > 시공업체 > 토목시공",4
676,"가정,생활 > 식품판매 > 밀키트",4
677,음식점 > 아시아음식 > 인도음식,4
678,"음식점 > 간식 > 제과,베이커리 > 뚜레쥬르",4
679,음식점 > 치킨 > 지코바,4
680,"가정,생활 > 패션 > 패션잡화점 > OST",4
681,"사회,공공기관 > 단체,협회 > 시민단체",4
682,"가정,생활 > 식품판매 > 우유판매,유제품판매",4
683,"교통,수송 > 운송 > 택배 > CJ대한통운",4
684,"의료,건강 > 병원 > 응급실",4
685,이슈 > 선별진료소,4
686,"스포츠,레저 > 볼링 > 볼링장",4
687,"의료,건강 > 의료기기판매 > 의료보조기구 > 보청기",4
688,"가정,생활 > 취미 > 취미용품점",4
689,"교육,학문 > 학원 > 어학원 > 영어학원 > 서강대학교SLP",4
690,"서비스,산업 > 건설,건축 > 시공업체 > 주택수리",4
691,"의료,건강 > 건강식품판매 > 건강원",4
692,"금융,보험 > 금융서비스 > 협동,소비조합",4
693,음식점 > 치킨 > 멕시카나치킨,4
694,음식점 > 카페 > 생과일전문점,4
695,"금융,보험 > 금융서비스 > 보험사 > 손해보험",4
696,음식점 > 패스트푸드 > 샌드위치 > 에그드랍,4
697,"가정,생활 > 식품판매 > 밀키트 > 담꾹",4
698,음식점 > 분식 > 김가네,4
699,"교육,학문 > 학원 > 컴퓨터학원",4
700,"사회,공공기관 > 행정기관 > 상수도사업본부",4
701,"가정,생활 > 패션 > 의류판매 > 단체복,유니폼",4
702,"서비스,산업 > 정보통신 > 유선통신 > 유선통신서비스",4
703,"교육,학문 > 교육단체 > 청소년수련시설",4
704,"가정,생활 > 생활용품점 > 커튼,블라인드판매",4
705,"의료,건강 > 응급서비스",4
706,음식점 > 샤브샤브 > 채선당,4
707,"가정,생활 > 여가시설 > 뽑기방",4
708,음식점 > 패스트푸드 > 노브랜드버거,4
709,음식점 > 카페 > 테마카페 > 디저트카페 > 디저트39,4
710,"사회,공공기관 > 단체,협회 > 사회복지시설 > 여성복지시설",4
711,"금융,보험 > 외환,환율 > 환전",4
712,"가정,생활 > 패션 > 의류판매 > 수입의류",4
713,"가정,생활 > 패션 > 보석,귀금속 > 시계",4
714,음식점 > 패스트푸드,4
715,"의료,건강 > 병원",4
716,"문화,예술 > 종교 > 불교",4
717,"문화,예술 > 사진 > 사진관,포토스튜디오 > 대여사진관 > 포토그레이",4
718,"가정,생활 > 미용 > 미용실 > 나이스가이",4
719,"음식점 > 한식 > 해물,생선 > 매운탕,해물탕",4
720,음식점 > 한식 > 해장국 > 청진동해장국,4
721,"문화,예술 > 종교 > 대순진리회",4
722,음식점 > 치킨 > 푸라닭치킨,4
723,"음식점 > 한식 > 해물,생선 > 김영희강남동태찜",4
724,"서비스,산업 > 관리,운영 > 매표소",4
725,음식점 > 치킨 > BBQ,4
726,"가정,생활 > 미용 > 미용실 > 이가자헤어비스",4
727,"교육,학문 > 유아교육 > 놀이교육 > 플레이타임",4
728,"가정,생활 > 전자제품 > 전자제품서비스센터 > 소니서비스센터",4
729,"스포츠,레저 > 자전거,싸이클 > 자전거대여소",4
730,"가정,생활 > 여가시설 > 만화방 > 만화카페 > 벌툰",4
731,음식점 > 한식 > 순대 > 병천황토방순대,4
732,"가정,생활 > 세탁소 > 크린에이드",4
733,"여행 > 관광,명소 > 하천",4
734,"스포츠,레저",4
735,"가정,생활 > 전자제품 > 전자제품서비스센터 > 휴대폰수리",4
736,음식점 > 아시아음식 > 동남아음식 > 베트남음식 > 미분당,3
737,음식점 > 퓨전요리 > 퓨전한식,3
738,"가정,생활 > 전자제품",3
739,"교통,수송 > 지하철,전철 > 신분당선",3
740,"가정,생활 > 패션 > 의류판매 > 속옷,언더웨어 > 에블린",3
741,"가정,생활 > 미용 > 화장품 > 아리따움",3
742,"가정,생활 > 미용 > 화장품 > 홀리카홀리카",3
743,"여행 > 관광,명소 > 문화유적",3
744,"가정,생활 > 가구판매 > 까사미아",3
745,"교통,수송 > 도로시설 > 교량,다리",3
746,"교통,수송 > 교통시설 > 도심공항터미널",3
747,"사회,공공기관 > 행정기관 > 법무부 > 출입국/외국인정책본부",3
748,"서비스,산업 > 건설,건축 > 건설자재 > 조경자재",3
749,음식점 > 술집 > 오뎅바 > 투다리,3
750,"교통,수송 > 지하철,전철 > 김포골드라인",3
751,"가정,생활 > 패션 > 의류판매 > 단체복,유니폼 > 스마트",3
752,"가정,생활 > 패션 > 의류판매 > 단체복,유니폼 > 스쿨룩스",3
753,"여행 > 관광,명소 > 테마거리",3
754,"서비스,산업 > 임업 > 나무,묘목",3
755,"서비스,산업 > 관리,운영 > 쇼핑시설관리운영",3
756,"서비스,산업 > 제조업 > 전기,전자 > 영상,음향기기제조",3
757,"교육,학문 > 학원 > 꽃꽂이학원",3
758,"여행 > 관광,명소 > 동상",3
759,"스포츠,레저 > 무예",3
760,"문화,예술 > 사진",3
761,음식점 > 분식 > 떡볶이 > 동대문엽기떡볶이,3
762,"금융,보험 > 금융서비스 > 보험사 > 손해보험 > 삼성화재",3
763,"교육,학문 > 학원 > 어학원 > 영어학원 > 윤선생영어숲",3
764,"스포츠,레저 > 클라이밍",3
765,"서비스,산업 > 보관,저장 > 무인보관함",3
766,"서비스,산업 > 식품 > 식품가공,제조 > 전통식품제조 > 방앗간",3
767,"금융,보험 > 세무,회계",3
768,"음식점 > 간식 > 떡,한과 > 빚은",3
769,"의료,건강 > 대체의학 > 침술,수지침",3
770,음식점 > 패스트푸드 > 명랑핫도그,3
771,"교통,수송 > 교통시설",3
772,음식점 > 카페 > 커피전문점 > 더벤티,3
773,음식점 > 카페 > 커피전문점 > 카페인중독,3
774,"서비스,산업 > 농축산",3
775,"서비스,산업 > 마케팅 > 옥외광고",3
776,"언론,미디어 > 방송 > 방송프로그램제작",3
777,"서비스,산업 > 제조업 > 전기,전자 > 전기자재,부품 > 발전,변압기",3
778,"여행 > 관광,명소 > 전망대",3
779,"스포츠,레저 > 스포츠시설 > 운동장",3
780,"스포츠,레저 > 수영,수상 > 스킨스쿠버",3
781,"의료,건강 > 대체의학",3
782,음식점 > 분식 > 싸다김밥,3
783,음식점 > 카페 > 바나프레소,3
784,"스포츠,레저 > 스포츠용품 > 자전거판매점 > 삼천리자전거",3
785,"가정,생활 > 패션 > 의류판매 > 속옷,언더웨어",3
786,음식점 > 카페 > 전통찻집,3
787,"교통,수송 > 자동차 > 자동차판매점 > 포드",3
788,"교통,수송 > 자동차 > 자동차판매점 > 링컨",3
789,"서비스,산업 > 건설,건축 > 인테리어 > LX지인",3
790,음식점 > 간식 > 도넛,3
791,"스포츠,레저 > 야구",3
792,"가정,생활 > 식품판매 > 과일,채소가게 > 총각네",3
793,"가정,생활 > 친목",3
794,음식점 > 카페 > 생과일전문점 > 스무디킹,3
795,"음식점 > 한식 > 육류,고기 > 닭요리 > 지호한방삼계탕",3
796,음식점 > 한식 > 수제비,3
797,음식점 > 분식 > 떡볶이 > 신참떡볶이,3
798,음식점 > 구내식당,3
799,"가정,생활 > 결혼",3
800,"교통,수송 > 지하철,전철 > 수도권1호선",3
801,"사회,공공기관 > 외국기관 > 대사관,영사관,외국공관",3
802,"서비스,산업 > 인터넷,IT > 보안,보안솔루션",3
803,"금융,보험 > 금융서비스 > 은행 > 수협은행",3
804,"금융,보험 > 금융서비스 > 보험사 > 생명보험 > ABL생명",3
805,"서비스,산업 > 제조업 > 섬유 > 의류소품",3
806,"문화,예술 > 미술,공예 > 가죽공예",3
807,음식점 > 치킨 > 작살치킨,3
808,"가정,생활 > 여가시설 > 만화방 > 만화카페 > 놀숲",3
809,"스포츠,레저 > 탁구 > 탁구장",3
810,음식점 > 아시아음식 > 동남아음식 > 베트남음식 > 베트남노상식당,3
811,"서비스,산업 > 제조업 > 전기,전자 > 전기자재,부품 > 펌프,압축기",3
812,"서비스,산업 > 전문대행 > 배달대행",3
813,음식점 > 퓨전요리 > 돼지게티,3
814,"사회,공공기관 > 공사,공단 > KT&G",3
815,"여행 > 관광,명소 > 테마파크 > 워터테마파크",3
816,음식점 > 뷔페 > 해산물뷔페 > 쿠우쿠우,3
817,음식점 > 양식 > 피자 > 청년피자,3
818,음식점 > 치킨 > 둘둘치킨,3
819,음식점 > 분식 > 종로김밥,3
820,"교통,수송 > 자동차 > 자동차정비 > 르노코리아정비센터",3
821,"교육,학문 > 학원 > 웅변,스피치학원",3
822,"스포츠,레저 > 당구",3
823,"서비스,산업 > 건설,건축 > 건설자재 > 조립식자재",3
824,음식점 > 분식 > 떡볶이 > 우리할매떡볶이,3
825,"음식점 > 한식 > 사철탕,영양탕",3
826,음식점 > 중식 > 중국요리 > 홍콩반점0410,3
827,"음식점 > 간식 > 제과,베이커리 > 브레댄코",3
828,음식점 > 카페 > 커피전문점 > 탐앤탐스,3
829,"서비스,산업 > 환경 > 쓰레기,폐기물처리",3
830,"가정,생활 > 슈퍼마켓 > 유기농슈퍼 > 오아시스마켓",3
831,"사회,공공기관 > 단체,협회 > 사회복지시설 > 청소년복지시설",3
832,"가정,생활 > 백화점 > 현대백화점",3
833,음식점 > 한식 > 주먹밥 > 봉구스밥버거,3
834,"문화,예술 > 종교 > 원불교",3
835,"교통,수송 > 운송 > 해운,해상",3
836,"서비스,산업 > 에너지 > 전기",3
837,"금융,보험 > 금융서비스 > 증권 > NH투자증권",3
838,"가정,생활 > 전자제품 > 전자제품서비스센터 > 삼성전자서비스",3
839,"서비스,산업 > 정보통신 > KT > KT지사",3
840,"교육,학문 > 학원 > 어학원 > 영어학원 > 아발론교육",3
841,"의료,건강 > 의료기기판매 > 의료보조기구",3
842,"스포츠,레저 > 축구",3
843,"가정,생활 > 패션 > 의류판매 > 단체복,유니폼 > 아이비클럽",3
844,"가정,생활 > 취미",3
845,"음식점 > 한식 > 육류,고기 > 닭요리 > 봉추찜닭",3
846,여행 > 숙박 > 호텔 > 특급호텔 > 앰배서더호텔,3
847,"가정,생활 > 미용 > 가발",3
848,"사회,공공기관 > 행정기관 > 관세청",3
849,"금융,보험 > 금융서비스 > 증권 > 삼성증권",3
850,음식점 > 치킨 > 훌랄라,3
851,"서비스,산업 > 에너지",2
852,"교육,학문 > 학원 > 변리사학원",2
853,"문화,예술 > 종교 > 기도원",2
854,"교통,수송 > 택시",2
855,"음식점 > 한식 > 육류,고기 > 불고기,두루치기",2
856,음식점 > 카페 > 테마카페 > 북카페,2
857,"가정,생활 > 유아 > 유아용품",2
858,"문화,예술 > 사진 > 사진관,포토스튜디오 > 즉석사진 > 포토이즘박스",2
859,"교통,수송 > 자동차 > 자동차판매점 > 폭스바겐",2
860,"사회,공공기관 > 행정기관 > 경찰서",2
861,음식점 > 분식 > 떡볶이 > 배떡,2
862,"스포츠,레저 > 스포츠시설 > 서바이벌게임",2
863,음식점 > 한식 > 쌈밥,2
864,"가정,생활 > 슈퍼마켓 > 유기농슈퍼 > 한살림",2
865,"음식점 > 한식 > 육류,고기 > 새마을식당",2
866,음식점 > 패밀리레스토랑 > 매드포갈릭,2
867,"의료,건강 > 병원 > 영상의학과",2
868,"의료,건강 > 건강검진",2
869,여행 > 기념품판매,2
870,"교육,학문 > 교육단체 > 연수원",2
871,"교통,수송 > 교통시설 > 주차장 > 주차빌딩",2
872,"스포츠,레저 > 수영,수상 > 수상스포츠",2
873,"교통,수송",2
874,"가정,생활 > 패션 > 패션잡화점 > 구구스",2
875,"서비스,산업 > 관리,운영 > 기차역관리운영",2
876,"가정,생활 > 식품판매 > 수산물판매",2
877,음식점 > 패스트푸드 > KFC,2
878,"교통,수송 > 운송 > 항공사",2
879,"교통,수송 > 운송 > 버스회사 > 공항리무진버스",2
880,여행 > 숙박 > 호텔 > 특급호텔 > 힐튼호텔,2
881,"문화,예술 > 미술,공예 > 전통공예",2
882,음식점 > 간식 > 아이스크림 > 얼음왕국,2
883,"사회,공공기관 > 공사,공단 > 국민건강보험공단",2
884,음식점 > 치킨 > 후라이드참잘하는집,2
885,"서비스,산업 > 건설,건축 > 시공업체 > 산업설비시공",2
886,"문화,예술 > 사진 > 카메라판매",2
887,"사회,공공기관 > 행정기관",2
888,"의료,건강 > 병원 > 대학병원",2
889,"의료,건강 > 의료단체",2
890,"서비스,산업 > 식품 > 식품서비스업 > 출장요리",2
891,음식점 > 치킨 > 오븐마루치킨,2
892,"가정,생활 > 문구,사무용품 > 디자인문구",2
893,"가정,생활 > 전자제품 > 전자제품판매 > 보일러판매 > 경동나비엔",2
894,"음식점 > 한식 > 육류,고기 > 닭요리 > 청춘닭꼬치",2
895,"금융,보험 > 금융서비스 > 증권 > 한국투자증권",2
896,"음식점 > 간식 > 제과,베이커리 > 김영모과자점",2
897,"문화,예술 > 종교",2
898,"교육,학문 > 학교 > 중학교",2
899,"음식점 > 간식 > 제과,베이커리 > 파리크라상",2
900,"서비스,산업 > 건설,건축 > 시공업체 > 조경시공",2
901,"금융,보험 > 금융서비스 > 대출 > 전당포",2
902,음식점 > 패스트푸드 > 맥도날드,2
903,"교육,학문 > 연구소 > 생명공학연구소",2
904,"언론,미디어 > 신문 > 종합신문",2
905,음식점 > 일식 > 일식집 > 독도참치,2
906,"스포츠,레저 > 무예 > 유도 > 유도장",2
907,음식점 > 패밀리레스토랑 > 아웃백스테이크하우스,2
908,음식점 > 카페 > 커피전문점 > 커피에반하다,2
909,"음식점 > 술집 > 호프,요리주점 > 금별맥주",2
910,음식점 > 카페 > 커피전문점 > 텐퍼센트커피,2
911,"여행 > 관광,명소 > 산",2
912,"가정,생활 > 미용 > 미용실 > 마샬뷰티살롱",2
913,음식점 > 패밀리레스토랑 > 빕스,2
914,"서비스,산업 > 제조업 > 전기,전자 > 전기자재,부품 > 전지,배터리",2
915,음식점 > 한식 > 해장국,2
916,부동산 > 주거시설 > 하숙집,2
917,"교통,수송 > 지하철,전철 > 수인분당선",2
918,음식점 > 치킨 > 가마치통닭,2
919,"금융,보험 > 금융서비스 > 협동,소비조합 > 신용협동조합",2
920,"가정,생활 > 생활용품점 > 열쇠",2
921,"교통,수송 > 자동차 > 자동차정비 > 한국타이어 > 티스테이션",2
922,"가정,생활 > 반려동물 > 열대어,관상어 > 수족관",2
923,"음식점 > 한식 > 찌개,전골 > 땅스부대찌개",2
924,"음식점 > 한식 > 해물,생선 > 게,대게",2
925,"음식점 > 간식 > 제과,베이커리 > 복호두",2
926,"서비스,산업 > 디자인 > 산업디자인",2
927,부동산 > 주거시설 > 아파트 > 아파트부속시설,2
928,"가정,생활 > 세탁소 > 셀프빨래방 > 더런드리",2
929,"여행 > 관광,명소 > 동물원",2
930,"음식점 > 술집 > 호프,요리주점 > 설맥",2
931,"교통,수송 > 자동차 > 자동차판매점 > BMW",2
932,"여행 > 관광,명소 > 동물원 > 실내동물원",2
933,음식점 > 푸드코트,2
934,"스포츠,레저 > 수영,수상 > 수영장 > 어린이수영장",2
935,"가정,생활 > 편의점 > 씨스페이스",2
936,"문화,예술 > 사진 > 사진관,포토스튜디오 > 즉석사진 > 포토시그니처",2
937,부동산 > 주거시설 > 셰어하우스,2
938,"교육,학문 > 연구소 > 경제,경영연구소",2
939,"스포츠,레저 > 스케이트 > 인라인스케이트장",2
940,"문화,예술 > 종교 > 종교시설",2
941,"교통,수송 > 운송 > 택배 > 한진택배",2
942,"서비스,산업 > 전문대행 > 천막대여",2
943,"금융,보험 > 세무,회계 > 회계사사무소 > 회계법인",2
944,"서비스,산업 > 제조업 > 전기,전자 > 조명기기제조",2
945,"사회,공공기관 > 행정기관 > 소방서 > 119안전센터",2
946,음식점 > 양식 > 피자 > 파파존스,2
947,음식점 > 술집 > 일본식주점 > 모로미,2
948,음식점 > 한식 > 국수 > 미사리밀빛초계국수,2
949,"의료,건강 > 한약국,한약방",2
950,"가정,생활 > 식품판매 > 김치판매",2
951,"가정,생활 > 전자제품 > 전자제품판매 > LG전자베스트샵",2
952,"음식점 > 간식 > 떡,한과 > 떡보의하루",2
953,"가정,생활 > 생활용품점 > 침구판매 > 이브자리",2
954,"가정,생활 > 패션 > 패션잡화점 > 안경,렌즈 > 일공공일안경콘택트",2
955,"교육,학문 > 학원 > 애니메이션학원,만화학원",2
956,"서비스,산업 > 정보통신 > 통신기기",2
957,"교통,수송 > 자동차 > 자동차정비 > 애니카랜드",2
958,음식점 > 양식 > 햄버거 > 프랭크버거,2
959,음식점 > 간식 > 토스트,2
960,"여행 > 숙박 > 야영,캠핑장",2
961,"가정,생활 > 미용 > 미용실 > 최가을헤어드레서",2
962,"가정,생활 > 전자제품 > 전자제품판매 > 위니아딤채",2
963,"서비스,산업 > 관리,운영 > 교육기관운영",2
964,"의료,건강 > 병원 > 신경외과",2
965,음식점 > 카페 > 커피전문점 > 할리스,2
966,"서비스,산업 > 법률,행정 > 관세사",2
967,"문화,예술 > 종교 > 선교회",2
968,"음식점 > 한식 > 육류,고기 > 오리",2
969,"교육,학문",2
970,음식점 > 치킨 > 오늘통닭,2
971,"가정,생활 > 장례 > 장례식장",2
972,"문화,예술 > 공연,연극",2
973,"여행 > 관광,명소 > 자전거여행",2
974,"교통,수송 > 도로시설 > 도로명",1
975,"문화,예술 > 음악 > 음악감상실",1
976,"금융,보험 > 신용 > 신용보증기금",1
977,"가정,생활 > 장례 > 납골당",1
978,"사회,공공기관 > 행정기관 > 국세청 > 세무서",1
979,"음식점 > 술집 > 호프,요리주점 > 역전할머니맥주",1
980,"가정,생활 > 생활용품점 > 도장",1
981,음식점 > 양식 > 해산물 > 바닷가재,1
982,"음식점 > 한식 > 해물,생선 > 추어",1
983,"교통,수송 > 자동차 > 주유,가스 > LPG충전소 > E1 LPG충전소",1
984,"음식점 > 일식 > 돈까스,우동 > 하루엔소쿠",1
985,음식점 > 치킨 > 노랑통닭,1
986,"가정,생활 > 패션 > 의류판매 > 미쏘",1
987,"금융,보험 > 금융서비스 > 은행 > BNK부산은행",1
988,음식점 > 기사식당,1
989,"금융,보험 > 금융서비스 > 증권 > 현대차증권",1
990,"금융,보험 > 금융서비스 > 신용카드 > 현대카드",1
991,음식점 > 치킨 > 충만치킨,1
992,"스포츠,레저 > 수영,수상",1
993,음식점 > 카페 > 커피전문점 > 까페라리,1
994,"가정,생활 > 상설할인매장 > 2001아울렛",1
995,"가정,생활 > 대형마트 > 킴스클럽",1
996,"가정,생활 > 미용 > 화장품 > 미샤",1
997,음식점 > 양식 > 피자 > 7번가피자,1
998,음식점 > 야식,1
999,"음식점 > 일식 > 돈까스,우동 > 미소야",1
1000,"교통,수송 > 자동차 > 자동차판매점 > 토요타",1
1001,"교통,수송 > 운송 > 택배 > 경동택배",1
1002,음식점 > 분식 > 얌샘김밥,1
1003,"사회,공공기관 > 행정기관 > 국토교통부",1
1004,"스포츠,레저 > 명상 > 마음수련",1
1005,"문화,예술 > 종교 > 기독교",1
1006,"교통,수송 > 운송 > 버스회사 > 전세버스",1
1007,음식점 > 술집 > 오뎅바,1
1008,"교육,학문 > 학원 > 어학원 > 일본어학원",1
1009,"문화,예술 > 공연,연극 > 무대장치",1
1010,"문화,예술 > 도서",1
1011,"서비스,산업 > 제조업 > 의료용품 > 의료기기제조",1
1012,"스포츠,레저 > 스포츠용품 > 수상,수영용품",1
1013,"서비스,산업 > 식품 > 식품가공,제조 > 전통식품제조",1
1014,음식점 > 분식 > 떡볶이 > 응급실국물떡볶이,1
1015,음식점 > 술집 > 일본식주점 > 꼬지사께,1
1016,"서비스,산업 > 제조업 > 전기,전자 > 생활가전제조",1
