,word,count
1017,"스포츠,레저 > 스포츠시설 > 눈썰매장",1
1018,"서비스,산업 > 제조업 > 전기,전자 > 전기자재,부품 > 배선기구",1
1019,"교육,학문 > 학원 > 속셈학원",1
1020,"스포츠,레저 > 스포츠시설 > 에어로빅",1
1021,"스포츠,레저 > 게이트볼 > 게이트볼장",1
1022,"의료,건강",1
1023,"문화,예술 > 종교 > 통일교",1
1024,"사회,공공기관 > 단체,협회 > 사회복지시설 > 아동복지시설 > 육아종합지원센터",1
1025,"가정,생활 > 여가시설 > 만화방",1
1026,"교통,수송 > 자동차 > 자동차판매점 > 메르세데스벤츠",1
1027,"교통,수송 > 지하철,전철 > 경의중앙선",1
1028,음식점 > 분식 > 떡볶이 > 국대떡볶이,1
1029,음식점 > 카페 > 커피전문점 > 카페봄봄,1
1030,"스포츠,레저 > 명상",1
1031,음식점 > 치킨 > 깐부치킨,1
1032,음식점 > 치킨 > 부어치킨,1
1033,음식점 > 패스트푸드 > 스테프핫도그,1
1034,음식점 > 분식 > 떡볶이 > 감탄떡볶이,1
1035,음식점 > 도시락 > 오봉도시락,1
1036,"교통,수송 > 자동차 > 주유,가스 > 주유소 > SK주유소",1
1037,"의료,건강 > 병원 > 흉부외과",1
1038,"음식점 > 한식 > 육류,고기 > 쟁반집8292",1
1039,음식점 > 한식 > 순대 > 신의주찹쌀순대,1
1040,"스포츠,레저 > 요가,필라테스 > 필라테스 > 에스바디워크필라테스",1
1041,"가정,생활 > 백화점",1
1042,"가정,생활 > 상설할인매장",1
1043,"서비스,산업 > 관리,운영 > 주택관리사무소",1
1044,음식점 > 분식 > 삼첩분식,1
1045,"음식점 > 한식 > 육류,고기 > 닭요리 > 두찜",1
1046,음식점 > 치킨 > 아라치,1
1047,"교통,수송 > 자동차 > 썬팅,광택 > 3M공식인증썬팅전문점",1
1048,음식점 > 카페 > 커피전문점 > 봉명동내커피,1
1049,음식점 > 양식 > 피자 > 왕손피자,1
1050,"문화,예술 > 종교 > 이슬람교",1
1051,"음식점 > 한식 > 육류,고기 > 차돌풍",1
1052,"의료,건강 > 건강식품판매 > 생식,녹즙",1
1053,"가정,생활 > 생활용품점 > 미싱판매",1
1054,음식점 > 치킨 > 동근이숯불두마리치킨,1
1055,음식점 > 분식 > 충무김밥,1
1056,음식점 > 분식 > 떡볶이 > 죠스떡볶이,1
1057,음식점 > 분식 > 바르다김선생,1
1058,"서비스,산업 > 식품 > 담배 > 전자담배 > 한국전자담배",1
1059,"서비스,산업 > 인터넷,IT > 포털서비스",1
1060,"서비스,산업 > 제조업 > 전기,전자 > 자동화장치",1
1061,"여행 > 관광,명소 > 문화유적 > 불상,석불",1
1062,"교통,수송 > 자동차 > 자동차정비 > 한국GM쉐보레정비센터",1
1063,"교육,학문 > 학교 > 고등학교 > 자율형사립고등학교",1
1064,"음식점 > 한식 > 육류,고기 > 닭요리 > 오점오닭갈비",1
1065,"서비스,산업 > 마케팅 > 트로피,상패",1
1066,"서비스,산업 > 에너지 > 가스",1
1067,"가정,생활 > 친목 > 동창회,동문회",1
1068,"음식점 > 간식 > 제과,베이커리 > 코코호도",1
1069,"금융,보험 > 금융서비스 > 보험사 > 손해보험 > NH농협손해보험",1
1070,음식점 > 카페 > 커피전문점 > 파스쿠찌,1
1071,"스포츠,레저 > 스포츠용품 > 인라인스케이트용품",1
1072,음식점 > 양식 > 피자 > 영구스피자,1
1073,"문화,예술 > 공연,연극 > 극단",1
1074,"음식점 > 술집 > 호프,요리주점 > 김복남맥주",1
1075,"교통,수송 > 자동차 > 자동차정비 > 기아서비스센터 > 기아오토큐",1
1076,"교통,수송 > 자동차 > 자동차정비 > 넥센타이어 > 타이어테크",1
1077,음식점 > 패스트푸드 > 샌드위치 > 죠샌드위치,1
1078,"서비스,산업 > 건설,건축 > 시공업체 > 방수,방음시공",1
1079,"사회,공공기관 > 단체,협회 > 사회복지단체 > 아름다운가게",1
1080,음식점 > 한식 > 설렁탕 > 한촌설렁탕,1
1081,부동산 > 부지,1
1082,음식점 > 카페 > 커피전문점 > 커피마마,1
1083,"가정,생활 > 식품판매 > 두부 > 이두부야",1
1084,"스포츠,레저 > 낚시",1
1085,음식점 > 한식 > 순대 > 큰맘할매순대국,1
1086,음식점 > 치킨 > 네네치킨,1
1087,"스포츠,레저 > 스포츠용품 > 자전거판매점 > 바이키",1
1088,음식점 > 퓨전요리 > 퓨전중식,1
1089,음식점 > 아시아음식 > 동남아음식 > 생어거스틴,1
1090,"교육,학문 > 학습교재 > 학습지",1
1091,"금융,보험 > 금융서비스 > 증권 > 신한투자증권",1
1092,"문화,예술 > 문화시설 > 아쿠아리움",1
1093,"가정,생활 > 친목 > 마을회관",1
1094,음식점 > 양식 > 피자 > 피자나라치킨공주,1
1095,"스포츠,레저 > 무예 > 검도",1
1096,"서비스,산업 > 제조업 > 철강",1
1097,"스포츠,레저 > 무예 > 격투기 > 무에타이",1
1098,음식점 > 중식 > 양꼬치 > 경성양꼬치,1
1099,"사회,공공기관",1
1100,음식점 > 치킨 > 티바두마리치킨,1
1101,"의료,건강 > 병원 > 한방병원",1
1102,음식점 > 양식 > 이탈리안 > 닐리,1
1103,"서비스,산업 > 제조업 > 생활용품제조 > 목욕용품,세면용품",1
1104,"교육,학문 > 학습교재 > 학습지 > 웅진씽크빅",1
1105,음식점 > 치킨 > 매드후라이치킨,1
1106,"가정,생활 > 식품판매 > 두부",1
1107,"교육,학문 > 학교",1
1108,"스포츠,레저 > 복싱,권투",1
1109,"서비스,산업 > 제조업 > 전기,전자 > 보안제품 > 경보,탐지기",1
1110,"스포츠,레저 > 낚시 > 실내낚시터",1
1111,"언론,미디어 > 방송 > 지역유선방송",1
1112,"교통,수송 > 지하철,전철 > 경춘선",1
1113,"가정,생활 > 대형마트 > 홈플러스",1
1114,"의료,건강 > 보건소",1
1115,"가정,생활 > 미용 > 네일샵 > 루미가넷네일존",1
1116,"스포츠,레저 > 스포츠용품 > 자전거판매점 > 알톤자전거",1
1117,음식점 > 분식 > 떡볶이 > 떡볶이참잘하는집,1
1118,"음식점 > 한식 > 육류,고기 > 족발,보쌈 > 기대만족",1
1119,음식점 > 치킨 > 치킨매니아,1
1120,"가정,생활 > 세탁소 > 셀프빨래방 > 워시엔조이",1
1121,"서비스,산업 > 식품 > 음료,주류제조",1
1122,음식점 > 카페 > 커피전문점 > 더리터,1
1123,"스포츠,레저 > 등산 > 산악회",1
1124,"문화,예술 > 미술,공예 > 도자기",1
1125,"서비스,산업 > 제조업 > 화학 > 드라이아이스",1
1126,"문화,예술 > 미술,공예 > 목공예",1
1127,"스포츠,레저 > 스케이트",1
1128,"교통,수송 > 도로시설",1
1129,"가정,생활 > 식품판매 > 우유판매,유제품판매 > hy한국야쿠르트",1
1130,"교통,수송 > 교통시설 > 선착장,항만시설 > 유람선선착장",1
1131,음식점 > 분식 > 고봉민김밥인,1
1132,"가정,생활 > 친목 > 동우회",1
1133,"사회,공공기관 > 행정기관 > 통계청",1
1134,"교통,수송 > 자동차 > 수소자동차 충전소",1
1135,"음식점 > 한식 > 찌개,전골 > 아부찌부대찌개",1
1136,음식점 > 치킨 > 핫썬치킨,1
1137,"음식점 > 한식 > 육류,고기 > 족발,보쌈 > 도야족발",1
1138,"스포츠,레저 > 요가,필라테스 > 요가원 > 아메리카요가",1
1139,"스포츠,레저 > 스키,스노우보드",1
1140,"스포츠,레저 > 무예 > 검도 > 검도장",1
1141,"교통,수송 > 자동차 > 자동차판매점 > 렉서스",1
1142,"교육,학문 > 학원 > 요리학원 > 제과기술학원",1
1143,"금융,보험 > 금융서비스 > 은행 > KDB산업은행",1
1144,"교통,수송 > 자동차 > 자동차판매점 > 포르쉐",1
1145,음식점 > 도시락 > 배달도시락,1
1146,"의료,건강 > 병원 > 신경과",1
1147,음식점 > 간식 > 아이스크림 > 하겐다즈,1
1148,"서비스,산업 > 법률,행정 > 노무사",1
1149,"금융,보험 > 금융서비스 > 증권 > 유안타증권",1
1150,"음식점 > 한식 > 해물,생선 > 연안식당",1
1151,"금융,보험 > 금융서비스 > 은행 > 전북은행",1
1152,"금융,보험 > 금융서비스 > 은행 > 광주은행",1
1153,"가정,생활 > 문구,사무용품 > 드림디포",1
1154,"교통,수송 > 자동차 > 주유,가스 > 주유소 > 알뜰주유소",1
1155,"서비스,산업 > 축산업 > 양계장",1
1156,"스포츠,레저 > 농구 > 농구장",1
1157,"서비스,산업 > 식품 > 음료,주류제조 > 생수",1
1158,음식점 > 치킨 > 맛닭꼬,1
1159,음식점 > 치킨 > 호치킨,1
1160,"사회,공공기관 > 행정기관 > 보건복지부 > 국립검역소",1
1161,"가정,생활 > 전자제품 > 전자제품판매 > 보일러판매 > 귀뚜라미보일러",1
1162,"교육,학문 > 학교 > 폐교",1
1163,음식점 > 뷔페 > 채식뷔페,1
1164,"교통,수송 > 자동차 > 자동차판매점 > 아우디",1
1165,"스포츠,레저 > 야구 > 야구연습장 > 스크린야구장 > 스트라이크존",1
1166,"여행 > 관광,명소 > 카지노",1
1167,"여행 > 관광,명소 > 도자기,도예촌",1
1168,음식점 > 카페 > 테마카페 > 디저트카페 > 설빙,1
1169,음식점 > 카페 > 커피전문점 > 달리는커피,1
1170,"음식점 > 술집 > 호프,요리주점 > 쪼끼쪼끼",1
1171,"의료,건강 > 대체의학 > 척추교정",1
1172,음식점 > 치킨 > 자담치킨,1
1173,"교통,수송 > 자동차 > 자동차판매점 > 한국GM쉐보레",1
1174,"교육,학문 > 학원 > 어학원 > 중국어학원",1
1175,"문화,예술 > 미술,공예 > 화방",1
1176,"사회,공공기관 > 행정기관부속시설",1
1177,"금융,보험 > 금융서비스 > 대출 > NH농협캐피탈",1
1178,"금융,보험 > 금융서비스 > 보험사 > 생명보험 > 신한라이프",1
1179,"가정,생활 > 대형마트 > 코스트코",1
1180,음식점 > 패스트푸드 > 샌드위치 > 홍루이젠,1
1181,"서비스,산업 > 제조업 > 전기,전자 > 보안제품",1
1182,부동산 > 주거시설 > 생활형숙박시설,1
1183,"여행 > 관광,명소 > 문화유적 > 릉,묘,총",1
1184,부동산 > 모델하우스,1
1185,"서비스,산업 > 정보통신 > 유선통신",1
1186,"서비스,산업 > 제조업 > 전기,전자 > 전기자재,부품 > 배전반제조",1
1187,음식점 > 아시아음식 > 동남아음식 > 하노이의아침,1
1188,"스포츠,레저 > 축구 > 축구장",1
1189,음식점 > 카페 > 테마카페 > 고양이카페,1
1190,음식점 > 양식 > 피자 > 피자알볼로,1
1191,음식점 > 한식 > 순대 > 담소소사골순대육개장,1
1192,"가정,생활 > 문구,사무용품 > 링코",1
1193,"사회,공공기관 > 행정기관 > 문화체육관광부",1
1194,음식점 > 한식 > 국밥 > 전주현대옥,1
1195,음식점 > 뷔페 > 고기뷔페,1
1196,음식점 > 양식 > 피자 > 피자마루,1
1197,"음식점 > 간식 > 떡,한과 > 떡담",1
